User Location,Rating,Additional Ratings,Review Title,Review Text,Trip Type,Stay Date,Location,Hotel_ID,hotel_name
,5,,Best hotel,I have  just stay with my daughter and my son we had a great stay there and the staff really helpful and the om and nidhi were very helpful and very kind people here and the best part is the location I have to go to court and that's very near from here.....,COUPLES,31-10-2024,The Lalit New Delhi,71,the lalit (new delhi) 
,2,,Not happy with housekeeping,"We had booked for a 3 night stay . We paid Rs 4000 extra for a larger room .
The check in ,  restaurant services , bell boy , entrance staff are all brilliant .
The rooms and housekeeping is terrible .
Our room was very dusty , not cleaned at all , only beds made and fresh linen and toiletries placed . The shower drainage flooded within seconds of starting shower .
There was dust visible everywhere . I got the carpet by the bed removed and there was so much dust underneath that housekeeping returned to mop it !!!! And he apologized for the dust . 
At Checkout , Ishaan did ask us about the room and we told him the same . He noted it down to convey to the housekeeping .",FAMILY,31-10-2024,The Lalit New Delhi,71,the lalit (new delhi) 
,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Hotel Car and Driver - SUPERB.,"I reserved a car through the hotel and Bhanu quickly proved himself to be an outstanding driver, tour guide, helper, body guard, and friend. As a woman spending the day out alone, I felt safe and comfortable the entire time. I was very tired from my red-eye flight, so I was relieved that he was not overly talkative and trying to convince me to do things I had not requested from the start. He did have a couple suggestions that ended up being great- like the order that we visited places in and also in stopping to see the Victoria Terminal for a photo. He kindly walked me through the crowds to The Gateway of India and took photos for me. While walking, he stopped traffic and always made sure I was okay and had my phone put away and my purse zipped. I made several stops and he was always waiting patiently for me on the outside of shops, the spa and even my tattoo appointment! (Yes, this was a day out!). Bhanu drove safely, he knew when to chat and when I just wanted to relax and look out the window. He had water, soda, and mints for me in the car and made sure I was always comfortable with the temperature settings. If I was staying longer, I would find an excuse to hire him again. I am so glad I opted for a hotel car (so very reasonable in price and for the service, as well as convenience).",BUSINESS,30-11-2024,Sofitel Mumbai BKC,72,sofitel wellington (india)
,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Cool staff and good food,"Mr.Mayur and his team was superb helpful throughout my stay very friendly staff,had some wonderful memories with Sofitel ,everyone was so kind .kudos to the entire pondichery team . Room were clean and tidy , will definitely coming back and want to see the same familiar faces again…..",SOLO,31-10-2024,Sofitel Mumbai BKC,72,sofitel wellington (india)
Mumbai,5,,Nice service,"Team club including Tanmay, melekn, rashi, chef aditya, chef anant, chef virendra, pankaj, chirag and ritesh. The hospitality provided by the team was seamless and helped us with food options. Suggest to visit the club if having stay at the hotel.",COUPLES,31-10-2024,Sofitel Mumbai BKC,72,sofitel wellington (india)
,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Best in class! Unmatched hospitality,"You can withess the luxury and hospitality from the time you enters. The front office staff is warm and will try to accommodate any request you have. The food is great and the natural fragrance in room and washroom is just soothing. Must visit place for either business travel or leisure stay! 

I had an accident where I slipped and glass fell on me- staff ( thanks to Mr.Santosh and team) was quick in action and gave all the medical support I needed. They made sure I feel comfortable and safe post the incidence and were checking on me regularly as I was solo traveler. 
Special Thanks to Mr. Nimesh & Mr. Mahadev- they both made sure I had a comfortable relaxing time post injury amd Mr.Nimesh were kind enough to arrange a hotel car for me to drop off to Airport and even arranged complimentary lunch in my room, kudos to such care! Thanks to general manager Mr. Manish Dayya for creating such a wonderful space and warm culture.",BUSINESS,31-10-2024,Sofitel Mumbai BKC,72,sofitel wellington (india)
,5,"Value: 4
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 4",Wonderful stay,"A shoutout to Ritesh, Tanmay and Rishikesh
Great experience and good ambience here at the Club milestones, great hospitality and would definitely come again.
The stay is also nice ,clean and sleek rooms , they made sure to decorate the room a little for my birthday too.",SOLO,31-10-2024,Sofitel Mumbai BKC,72,sofitel wellington (india)
,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Memorable 50th,"Had a memorable time at the club on Sunday evening and Monday 28th at breakfast. Chef Anant, ambassador Ritesh, Tanmay, Chirag….. all made my husbands 50th birthday special.
Loved the ambience and the vibe. 
Very special crockery. Beautiful silver curtains in the room, a reminder of our silver wedding.",FAMILY,31-10-2024,Sofitel Mumbai BKC,72,sofitel wellington (india)
,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Sofitel BKC Fabulous !!!,"Had a fabulous experience overall.. The highlight being the superlative service in the Club Millesime. We were warmly welcomed & attended by the club manager Melvyn, our ambassadors Ritesh, Chirag and Tanmay, and served lip smacking food by Chef Anant. A great experience on my special day celebrated here.",FAMILY,31-10-2024,Sofitel Mumbai BKC,72,sofitel wellington (india)
,5,"Value: 4
Rooms: 5
Location: 4
Cleanliness: 5
Service: 5
Sleep Quality: 5",Sofitel breakfast experience,"Fantastic breakfast experience at Sofitel! The spread was impressive, with a wide variety of delicious options to suit every taste. The service was top-notch, friendly, and attentive. The ambiance was elegant and inviting. 5/5 stars!

Special mention to Ritesh and chef Aditya  for excellent service.",FAMILY,31-10-2024,Sofitel Mumbai BKC,72,sofitel wellington (india)
Mumbai,5,,BKC hub for great business lunches.,"A fav at Sofitel...the Pondicherry Cafe as a place for lunch and business meets at BKC never disappoints. Large enough to get a table and yet no issues with impeccable service. The food spread as expected was perfect for lunch with everything freshly prepared. My fav.are the exquisite south Indian specialists and ""pani puri"" live counter. Ofcourse the dumplings and sushi are not to be missed. I specifically liked there seafood being ""responsibly sourced fish"" and the eggs for the dessert being ""cage free eggs"" . A nice touch committed to sustainability.",BUSINESS,31-10-2024,Sofitel Mumbai BKC,72,sofitel wellington (india)
,5,,"Breakfast is just unreal, you have to see it to believe it 💘",My first time experience India cuisine...the Sous chef ABHISHEK YERAM and dosa chef kalu Charan and The manager Kunal panwal  and the server Rocky and Ravindra the dosa was amazing and the masala chai was too good you should must visit to experience such hospitality,FRIENDS,31-10-2024,Sofitel Mumbai BKC,72,sofitel wellington (india)
,2,"Value: 1
Rooms: 4
Location: 4
Cleanliness: 3
Service: 3
Sleep Quality: 4",3 stars for the price of 5...,"If man wants to pay 5 stars and get 3 stars you are right here. The villas and the complex are nice but a bit old. The cleanliness unfortunately leaves much to be desired. The cobwebs were not removed despite a hint. We did it ourselves. That would still be acceptable. What is not ok, however, is that the restaurants supposedly only have seats available at 10:00 p.m. Unfortunately, this is not so appropriate with a 6-year-old child. At our request, this was justified by capacity problems. 

After another request there was suddenly a seat at 19:00, Only in the restaurant nobody knew about it. But since it was relatively empty, we could of course eat at 19:00. On Feb. Tag unfortunately the same topic. It was only on 2x indication of a 6-year-old that we got a table at 19:00. Unfortunately, nobody knew about the reservation in the restaurant this time. 

I had booked through a travel agent and had assumed that golf was included (at 18,000 EUR for 11 days...). This has apparently not been the case since August 2023. Just nobody told us. On our complaint we then got 5 green fees for free (allegedly). Because nobody knew about it on the golf course (so I paid for it. 

When I was just about to complain to the reception, I left after 15 minutes, as unfortunately no person responsible came. It's too bad. 

So 2 stars,w eil. The facility is really nice. But actually, I want to recover and not get angry. 

Too bad! Never again four seasons...",FAMILY,31-10-2024,Four Seasons Resort Mauritius at Anahita,73,four seasons (mauritius)
Farnham,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Another Great Stay,"We stayed in a Beach villa for 5 nights, this was our second visit to this hotel, we came in 2018. We had a great time, the villa was spacious and the pool was heated. The food was really good, we really liked the beach restaurant, lots of local fish. Special thanks to our villa cleaner, she did a great job and checked on us every day to see if we needed anything, she would run baths for us for when we got back after dinner. The Hotel is closing next year for a Refurb after Feb, the only thing we noticed that needed upgrading were the beach sunbeds as they were a bit short on padding.",COUPLES,30-09-2024,Four Seasons Resort Mauritius at Anahita,73,four seasons (mauritius)
London,5,,"Superb hotel. Five star staff, food and setting.","Some of the reviews had made us apprehensive about our choice of staying here. We had booked six days here and four at Maradiva and wondering if we’d made a mistake and should have booked the whole stay at the Maradiva. We hadn’t! This hotel is absolutely superb! ( Maradiva was a disappointment - see separate review)

On arrival at 8 am we were immediately shown to a room. An upgrade from what we had booked. However our beach access room wasn’t yet available. We were offered the choice of staying in the ocean view or moving later on in the day to our original view. We opted to stay in the ocean view as it was more private albeit with no beach access. 

The Rooms 
The rooms are in need of slight updating but are luxurious and spacious. Clean and beautiful linen. 

The Hotel
The grounds of this hotel are absolutely beautiful. We walked everywhere and it’s all easily accessible. No need for golf carts. The flowers and trees are so well looked after. 

The beach
We took the speedboat each day to Ile aux cerfs. We loved this option. The beach is looked after by hotel staff and private. Rambo is at the bar and an absolute star. 

Swimming Pool
Beautiful swimming pool in an amazing setting. 

Spa 
We booked several treatments which were all wonderful. 

Gift shop
Lovely little gift shop where we bought several gifts before we left for family. All reasonably priced. 

Food 

Breakfast was busy but there was a huge selection and we were well looked after.  

Dinner - we were half board but used the credit with ease and simply added the cost onto what was on the menu. Special mention to the staff at the Upper Cut. We loved every meal we had. Five star food and five star staff. Only meal which didn’t work for us was on the beach bbq at Lazy Fish. 

If you are wondering if this is or isn’t the hotel for you, ignore the poor reviews. This is truly a wonderful hotel and we may well return. The staff are all kind caring attentive and also fun!

We loved every day with you. Five stars all round.",COUPLES,30-09-2024,Four Seasons Resort Mauritius at Anahita,73,four seasons (mauritius)
Sydney,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Absolutely amazing!,"This is without doubt the best Four Seasons of the lot. We have stayed at Four Seasons in Bora Bora, Bali, Hong Kong, Singapore, Sydney, Hoi An, Amman and Las Vegas. This beats them all.

From the moment we arrived, everything was perfect. Amazing staff, beautiful location, awesome rooms and lovely food. Sleep quality fantastic!

The gym and tennis complex was great, our kids loved the teens club and the beach activities so fun. Didn't play golf unfortunately but the 2 courses looks very good.

We only did 3 nights but our entire family was sad to leave and wished we booked for longer.  Definitely coming back!",FAMILY,30-09-2024,Four Seasons Resort Mauritius at Anahita,73,four seasons (mauritius)
Oxford,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",A superb hotel with an exceptional team,"We recently stayed at the Four Seasons as part of our honeymoon. The hotel is fantastic. 

The room we had was right on the beach with the perfect morning view but with tress on both sides giving you a privacy and intimate feel. It has everything comfort required, with excellent room service for the lazier days. 

Every meal was brilliant, but our favourite was Lazy fish which is right on the beach and prepared on a bbq. The fish was just superb! 

The whole team were phenomenal. Considering its a fairly big hotel, it had small hotel feel with everyone wishing you good morning, most remembering your name and always wanting to go the extra mile to ensure we had an excellent stay. What ever they are doing there, clearly works as its hands down the best hotel team we have ever experienced. 

Ensure you head to the spa. We had several treatments whilst there and was blown away every time at how amazing not only the staff were but the quality of the massages. The best we've had. A big thank you to our therapists Kavida and Charlotte who were both exceptional. 

If you fancy getting active head to the gym and do a lesson with Selvin who again, was a superb coach. He is excellent at analysing and pin pointing ways to improve your skill and take you to the next level. 

Its a trip we will never forget and cannot recommend it more highly to anyone considering. We will definitely be back!",COUPLES,30-09-2024,Four Seasons Resort Mauritius at Anahita,73,four seasons (mauritius)
,5,"Value: 4
Rooms: 5
Location: 2
Cleanliness: 5
Service: 5
Sleep Quality: 5",Extraordinary service and warmth,"Fantastic, extensive complex in beautiful parkland, fantastic sandy beach on the Ile aux Cerfs, great sports offer. What sets the hotel apart is the warmth and openness of all staff. You feel like you are in a big family from the beginning and you find everything your heart desires. We celebrated our silver wedding - everyone knew and spoiled us that day (even with a sunken bathtub with rose petals and extra long massages). The only downside is the location far away from everything touristic (no restaurants and nice boutiques within 45 minutes) and the roads are very adventurous and dangerous to drive by car. September is not the perfect time to visit because it is then winter and it rained briefly almost every day and was windy and cloudy. Tip: the area below the airport is very worth seeing (waterfalls and tea plantation - be sure to view)! We would definitely come back!",FAMILY,30-09-2024,Four Seasons Resort Mauritius at Anahita,73,four seasons (mauritius)
Isle of Wight,5,,This resort deserves six stars!!!,"We honestly cannot write about how good this resort is. We have been to some top hotels around the world, Sandy Lane, Barbados, Burj al Arab, Dubai and many many others and the service that we have received here is far above any hotel we have ever stayed at.

The team were consistent from start to finish. It wasn’t any particular area or restaurants, they were all equally as brilliant as each other. So attentive, friendly and efficient. We were never kept waiting for anything. 

The free facilities on the beach were great, we did a couple of tours too and even they were so helpful and friendly. 

Everyone is an absolute credit to the management team at this resort. 

Keep up the great work. 
We will definitely be back.",NONE,30-09-2024,Four Seasons Resort Mauritius at Anahita,73,four seasons (mauritius)
,1,,Four seasons,"Upon my arrival for check-in i was told the main breakfast restaurant was closed for repairs, with breakfast moved to a smaller, viewless spot. Construction noise reached my room, disrupting my stay. I wasn't informed beforehand, leaving me disappointed.",FAMILY,30-09-2024,Four Seasons Resort Mauritius at Anahita,73,four seasons (mauritius)
,5,"Value: 5
Rooms: 4
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Honeymoon | August 2024,"The Four Seasons Mauritius at Anahita was hands down the most amazing experience for our honeymoon. The staff was incredible and was constantly finding ways to make our trip even better. From a surprise boat ride, to golf, spa treatments and even special dessert and drinks every night, the hospitality was truly one of the best we have ever seen. The food was insanely good at each restaurant and we never left a meal hungry. We are so grateful for this hotel and could not have asked for a better resort to stay at for our honeymoon. Looking forward to returning in the future!",NONE,31-08-2024,Four Seasons Resort Mauritius at Anahita,73,four seasons (mauritius)
Lebanon,5,,Beauty in every corner,"I highly recommend Four Seasons Mauritius !
The view is stunning in every corner. The food is delicious especially the breakfast.
They have a boat to Ile aux cerfs island every 1 hour for free. You should definitely go and relax at the island.",COUPLES,30-06-2024,Four Seasons Resort Mauritius at Anahita,73,four seasons (mauritius)
Bastia,5,,Superbe !,"Personnel exceptionnel ( voituriers, réception, femme de chambre, serveurs restauration …) emplacement formidable, établissement de plage superbe, chambre très confortable … Bref …il ne faut surtout pas se priver d’un séjour dans ce lieu mythique 
Je ne suis pas allée au Spa et je regrette… la prochaine fois sans aucun doute 
Ps : le brunch du dimanche est à tomber … crêpes Suzette ( entre autres) inoubliables !",COUPLES,30-11-2024,Hotel Martinez Cannes,74,"hotel martinez, cannes (france )"
,5,,The perfect stay in Cannes,"My husband and I love this hotel! Everything is perfect, the food, the service, the cleanliness, the view. This is the second time that we have visited and will definitely be going back again in the future. It is our perfect hotel. It’s divine.",NONE,31-10-2024,Hotel Martinez Cannes,74,"hotel martinez, cannes (france )"
Paris,5,,Une excellente expérience,"Tout était parfait 
Le seul Palace qui a su conserver l’esprit de famille et où on se sent comme chez soi
Le personnel était très professionnel tout en gardant l’esprit naturel 
Je recommande fortement et c’est d’ailleurs ce que je fais avec toutes mes connaissances",COUPLES,31-10-2024,Hotel Martinez Cannes,74,"hotel martinez, cannes (france )"
Chicago,5,"Value: 4
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Busy place with personal touch,"Martinez is a busy place yet their friendly and attentive staff makes it feel like it is not.  Thanks to Norberts at the front desk and Navila, the Guest Manager who always found time to assist us, our stay was simply wonderful.  The room was beautifully decorated and full of light.  The cleaning staff was simply outstanding.  We will return.",COUPLES,31-10-2024,Hotel Martinez Cannes,74,"hotel martinez, cannes (france )"
Paris,5,,Je recommande ++++,"séjour merveilleux, le restaurant, le Spa, l'accueil, le bar.... tout est parfait, encore merci
Malgré la pluie, nous avons pu profiter du Spa, de la piscine chauffée, massages.
Avec un énorme kiff pour le croque monsieur à la truffe en apéro",FAMILY,31-10-2024,Hotel Martinez Cannes,74,"hotel martinez, cannes (france )"
Plouhinec,3,"Value: 3
Rooms: 4
Location: 5
Cleanliness: 4
Service: 4
Sleep Quality: 5",Nice hotel but differences between guests?,"Stayed one night accompanied by my daughter. Very nice hotel. 

Plus:
Very comfortable bedding 
Nice room at good temperature 
Very nice pool area 
Generally very friendly staff 
Excellent breakfast 

Less: 
No explanation at Check in on the facilities 
Request for twin beds before arrival and confirmed at Check in, and double bed on arrival in the room 
Most unpleasant: the security guard who asks us for our magnetic cards while we are in the lounge chairs! I specify that we are 6 people sitting in the hall and he asked us only! Really very embarrassing 😐 
Placement at breakfast: well at the bottom of the pergola, when we wished to be in the room. We were told that there was no more room, despite empty tables (Maybe reserved for an elite?) So we found ourselves next to safety barriers and a tarpaulin masking work, with the sound of drills and others .. For a hotel of this standing, it is average... 

I thought about the security guard and the double bed to the lovely young lady present at the check out, very professional and pleasant. 

In short, a bit of the impression that not everyone is housed at the same sign .. It’s a shame.. And a little disappointing. 

Oh yes, I forgot... Limestone on the shower head, Same for a luxury hotel, I don’t find it normal.",FAMILY,30-11-2024,Hotel Martinez Cannes,74,"hotel martinez, cannes (france )"
,5,,Wonderful experience,"I currently staying at the stunning Martinez Hotel in Cannes, and I can't recommend it enough! From the moment I arrived, the service has been impeccable. The staff went above and beyond to ensure my stay was perfect, always greeting me with a smile and ready to assist with any request. Special thanks to Navila the Guest Manager, and to Yanis from the restaurant.

The highlight of my stay is the breathtaking sea view from my room 322. Waking up to the sound of the waves and the sight of the azure Mediterranean is truly a dream come true. The hotel’s elegant design and luxurious amenities made for an unforgettable experience.

The pool  is very enjoyable although a bit fresh water, the Daurade de mami is fantastic at the on site restaurant Le Sud, and the beach is just so beautiful, every moment was a delight. If you’re looking for a slice of paradise in Cannes, the Martinez Hotel is the place to be!

Thanks Again :) For this wonderful stay, looking forward to coming back.",COUPLES,31-10-2024,Hotel Martinez Cannes,74,"hotel martinez, cannes (france )"
Peabody,5,,Gem of Cannes,"Stunning hotel in the center of shopping, restaurants, and direct ocean view. Excellent staff with gorgeous rooms. Breakfast had many options my only down size was we were never offered egg or omelette choice while others were. Could not get attention from staff to order omelette. This was a small thing everything else was top notch.",NONE,31-10-2024,Hotel Martinez Cannes,74,"hotel martinez, cannes (france )"
,5,,A haven of comfort and serenity on the Croisette.,"Great bedding comfort, spacious and quiet room, fantastic breakfast, very considerate staff. The bar awakens our taste buds with famous cocktails. 
The beach restaurant is nice, and serves excellent dishes.",SOLO,31-10-2024,Hotel Martinez Cannes,74,"hotel martinez, cannes (france )"
Athens,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Iconic Art Deco Hotel overlooking the Croisette,"One of the iconic hotels in Cannes, this recently renovated gem features a modern art twist that enhances its charm. The hotel lobby and restaurant showcase stunning works by Damien Hirst, creating a unique atmosphere. The rooms are impressively spacious, and despite the hotel being fully booked, they maintained a serene ambiance. The pillows and bedsheets ensured a truly wonderful sleep experience.",BUSINESS,31-10-2024,Hotel Martinez Cannes,74,"hotel martinez, cannes (france )"
Mumbai,5,,Warm hospitality,"The hotel has spacious rooms. Golf course view + pool view rooms are better. Beds are a bit high but on request they remove the top layer & thereafter beds are comfortable. Pool, Steam & sauna are beautiful. Japanese restaurant serves  outstanding food. Staff is extremely warm & courteous. Sapna & Abdul at front office were very responsive to all our needs. Debashish at gym was very helpful. Chef Rajesh Pandagare went out of his way to meet food requirements of a 3-year old to a 90 year old in our family. His veg clear soup, varan Bhatt, paneer butter masala, fruit gateau are to die for. Restaurant manager Debtanu was on his feet during all our meals to serve whatever my family needed.",FAMILY,30-11-2024,"The Ritz-Carlton, Pune",75,the ritz  (pune )
,5,,Amazing hospitality,"The start with check in was not that great..however it was compensated by amazing service provided by the restaurant staff Somesh Mulmule.. he welcomed us with a smile, ensured we were comfortable and gave everything as it should be.. even on other days he was prompt knew what we wanted booked us a table and made us feel special.. we forgot the initial experience with check in because of that. It made our stay memorable and changed our mind from negative more than positive.. thank you so much Somesh and the entire restaurant staff Debtanu also to mention a few others. Keep it up .. even the rooms were plush and house keeping was quick.. please take good care of these employees as they make the experience complete and wanting more..",FAMILY,31-10-2024,"The Ritz-Carlton, Pune",75,the ritz  (pune )
,5,"Value: 5
Rooms: 5
Location: 4
Cleanliness: 5
Service: 5
Sleep Quality: 4",amazing 2 days in Ritz Pune,"I just came from Pune where I stayed for 2 nights in Ritz carlton,one of the best hotels I have visited in India.
Starting from early check in, arranging tours in the city, facilitating our needs with the best concierge staff.
In addition to amazing food done by the chefs where they have made us a perfect tally based on our request.
The spa is another world, the rooms were specious and well equipped with all what a guest might need.
I will definitely visit Pune just to stay in Ritz and enjoy the hotel.",FRIENDS,31-10-2024,"The Ritz-Carlton, Pune",75,the ritz  (pune )
,5,,Kiran Khairnar - Thank you,"Mr. Kiran Khairnar was very helpful and supporting. I am very much thankful to Kiran Khairnar and Mr. Pawan who have helped me today.
There was problem with my car on which Kiran and Pawan helped to get this sorted and solved my car problem which is really appreciating.",FAMILY,31-10-2024,"The Ritz-Carlton, Pune",75,the ritz  (pune )
,5,,Excellent,"Good banquet experience and staff very helpful.. Especially Prince was very helpful.... Looking forward for next event.. Bar and buffet was also well maintained by Omkar, Sengpung.. Washrooms were also well maintained... Booking experience and staff gesture were pleasant and lastly big thanks to Akhand Banquet manager...",BUSINESS,31-10-2024,"The Ritz-Carlton, Pune",75,the ritz  (pune )
,5,,"Ritz ""Three Kitchen""is the best for any special day or any day rather!!","Let's begin from the beginning..As we enter..we have the most infectious smile welcoming you ....that's Achi.She is so warm, affectionate,loving, super caring and so much fun with kids.My daughter just loves her company.Then moving towards Three Kitchen Chefs-chef shankarji is extraordinary when it comes to hospitality or fulfilling any of your wish list or taking care of any intolerance like gluten or lactose.He just makes sure that you and your tummy is contented.Chef Vishwanath ji is an expert in the Asian side ..superb sweet and sour fish or name any dish(honey chicken).Raushan Chef this time made our Durga Puja no less than feel like in Kolkata staying in Pune.Valentina,Adarsh and Aarti are such great helps when it has to be handling a toddler while eating...they make sure you get the best of service.Thank you Ritz over and again.",FAMILY,31-10-2024,"The Ritz-Carlton, Pune",75,the ritz  (pune )
,5,,Excellent place to spend time,"The food menu was excellent, table holder prince was amazing. Really had a good time over here, I would suggest people who see this review must try out this place.. Ambience was too good.

Maintenance was too good.

Special mention to the bar tender Senpong amazed me.",BUSINESS,31-10-2024,"The Ritz-Carlton, Pune",75,the ritz  (pune )
,5,,The Best room service Team with Nishu,"Nishu is the Best room service leader. 
He made me feel at Home daily. He shows that we have to work loving what we do with a huge smile daily. 
We need to have more staff like Nishu  who gives 100% every minute. 
Thanks a lot NIshu!
Going back soon! Way to go!",BUSINESS,30-09-2024,"The Ritz-Carlton, Pune",75,the ritz  (pune )
,5,,Family dinner,"It was a great Experience at Three kitchens during dinner time. Such a lovely & friendly staff special thanks to valentina, akash & disha for taking a really good hospitality. I will surely come back to explore the brunch on Sunday. Really love tis place & staff at ritz Pune",FAMILY,31-10-2024,"The Ritz-Carlton, Pune",75,the ritz  (pune )
,5,,The Hotel to stay in Pune,"Absolutely great stay, top Hotel with a great Staff and hospitality! 
Especially Shipad was unbelievable in Service. The Service at all was amazing!

Top Breakfast, i never had it better until now.

The environment isalso very nice and clear.",BUSINESS,30-09-2024,"The Ritz-Carlton, Pune",75,the ritz  (pune )
,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Business trip,I visited crowne plaza kochi for a business trip... They gave me a early check in and they room was amazing... Working with a lovely backwater view room.... Dinner at skygrill was a beautiful experience... Will always choose crowne plaza for the upcoming stay,SOLO,30-11-2024,"Crowne Plaza Kochi, an IHG hotel",76,"crown plaza, kerala (india)"
,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Best stay at cochi,The stay was good and the room we got was a backwater view room and it is quite neat and spacious.The check in was smooth and the staff was so helpful in understanding the property.We had brunch from mosaic which is totally worth for the amount you pay.I really will visit again,COUPLES,31-08-2024,"Crowne Plaza Kochi, an IHG hotel",76,"crown plaza, kerala (india)"
,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Pleasant stay,"The was amazing.... They have very good relaxing spa ..... The view from the room was amazing they gave me a backwater view room in the higher floor..
 The food was delicious... They have a small play area near the pool side for the kids ... will visit again",FRIENDS,30-11-2024,"Crowne Plaza Kochi, an IHG hotel",76,"crown plaza, kerala (india)"
Ernakulam,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Fantastic and Memorable stay,The entire stay was really good and pleasant. From the check in itself the staff is taking care of their guest. Thr room which thr have allocated for us was facing city in a higher floor with a king size bed. The breakfast was really yummy... All total we have enjoyed the stay.,COUPLES,30-11-2024,"Crowne Plaza Kochi, an IHG hotel",76,"crown plaza, kerala (india)"
,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Amazing stay,"I had a very good stay at this awesome property with a very good spread during the breakfast.I got an upgrade to a back water view room as well which made my stay superb.❣️❣️
Thank you for this amazing experience and thank you to all the staffs who made my stay excellent at this amazing property 💓",FRIENDS,30-11-2024,"Crowne Plaza Kochi, an IHG hotel",76,"crown plaza, kerala (india)"
,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Memories,"Extremely good experience, staffs are very helpful and deligent. The hotel is well situated with beautiful View of backwater.rooms are very neat,clean and comfortable.it was very nice to spend time with Crowne plaza kochi.the complete team from front desk was amazing 😍🥰",FRIENDS,31-10-2024,"Crowne Plaza Kochi, an IHG hotel",76,"crown plaza, kerala (india)"
,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Perfect stay cation with family,"The first place that comes to mind for a perfect stay cation is always crowne plaza kochi.... The food , The ambience,  services and hospitality was always upto the mark ... will visit again and recommend to my friends and family... Keep up ...",FAMILY,31-10-2024,"Crowne Plaza Kochi, an IHG hotel",76,"crown plaza, kerala (india)"
,5,"Value: 4
Rooms: 5
Location: 4
Cleanliness: 5
Service: 5
Sleep Quality: 5",Wonder full hotel in kochi,"The staff were friendly, helpful and went above and beyond to ensure our stay was memorable. Special mentions to Thahir, Chris and Puja, whose outstanding attentiveness and kindness made our experience truly unforgettable. The hotel's facilities, including the rooftop restaurant, gym and spa, were impeccable. The location was convenient, with easy access to major attractions. We highly recommend Crowne Plaza Kochi for its exemplary service, luxurious amenities and exceptional staff. Thank you for a wonderful stay",COUPLES,31-10-2024,"Crowne Plaza Kochi, an IHG hotel",76,"crown plaza, kerala (india)"
,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Holiday trip,I stay at crowne plaza kochi wad amazing……. It’s my first visit to crowne and the front office team upgraded our room to a lovely back water room….. Food was delicious…. Will visit again and recommend to all my friends and family…. See you soon,FRIENDS,31-10-2024,"Crowne Plaza Kochi, an IHG hotel",76,"crown plaza, kerala (india)"
,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Staycation with friends,I came to stay in Crowne Plaza with my friends for a staycation and we really enjoyed the facilities. The room which allocated for us was in higher floor and with a back water view and the view was really good. All the staff from check in till check out was really helpful,FRIENDS,31-10-2024,"Crowne Plaza Kochi, an IHG hotel",76,"crown plaza, kerala (india)"
,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Our holiday in Mandarin Oriental,"Good afternoon! From the bottom of my heart I would like to thank the hotel staff for their hospitality, especially Arslan from the Lounge Club for his high professionalism and excellent attitude, help with any questions, Lisa from the reception for his high professionalism, kindness and kindness, Butler Nikita for his high professionalism and high level of service, Irina from the restaurant Kasa Amir for his high professionalism, high level of service and kindness, Abubakar from the restaurant where breakfasts are held for his high level of professionalism, kindness and quickness in resolving questions! Thank you.",FAMILY,31-10-2024,"Mandarin Oriental Jumeira, Dubai",77,mandarin oriental (uae)
